date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,month,log_PM2.5,log_CO,season_Spring,season_Summer,season_Winter,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,AQI_t+1,AQI_t+2,AQI_t+3,AQI_lag_1,AQI_lag_2,AQI_roll_mean_3,AQI_roll_std_3,AQI_diff,AQI_rolling_mean
2023-01-14,98.66666666666669,27.5875,46.44583333333333,32.737500000000004,23.4625,589.8333333333334,68.83333333333333,16.53489583333334,28.875,0.0,1,3.3529695593488995,6.3815339697381726,False,False,True,False,False,False,False,True,False,92.66666666666669,135.625,156.125,80.08333333333333,77.875,103.93055555555556,43.231176325442235,2.2083333333333286,85.54166666666667
2023-01-15,92.66666666666669,42.52916666666667,67.01666666666667,32.82083333333333,35.494791666666664,765.375,85.95833333333333,16.53489583333334,43.708333333333336,0.0,1,3.7734312114955166,6.641671606082852,False,False,True,False,False,False,False,False,True,135.625,156.125,168.33333333333334,98.66666666666669,80.08333333333333,85.54166666666667,11.420087686956304,18.583333333333357,90.47222222222223
2023-01-16,135.625,60.375,96.44166666666666,35.270833333333336,35.494791666666664,738.2916666666666,76.83333333333333,16.53489583333334,54.708333333333336,0.0,1,4.117002586114685,6.605692520575634,False,False,True,False,False,False,False,False,False,156.125,168.33333333333334,170.33333333333334,92.66666666666669,98.66666666666669,90.47222222222223,9.484026531977495,-6.0,108.98611111111113
2023-01-17,156.125,79.125,117.58333333333331,47.25,35.494791666666664,1056.25,93.125,17.029166666666665,37.208333333333336,0.0,1,4.383587915240834,6.963426476352598,False,False,True,True,False,False,False,False,False,168.33333333333334,170.33333333333334,145.375,135.625,92.66666666666669,108.98611111111113,23.264195686202473,42.958333333333314,128.13888888888889
2023-01-18,168.33333333333334,101.02083333333331,127.28385416666666,50.297916666666666,35.494791666666664,1448.25,63.41666666666666,17.716666666666665,40.04166666666666,0.0,1,4.625177040794426,7.278801460219842,False,False,True,False,True,False,False,False,False,170.33333333333334,145.375,147.875,156.125,135.625,128.13888888888889,32.38474041947899,20.5,153.36111111111111
2023-01-19,170.33333333333334,66.89999999999999,99.225,42.19166666666667,30.99166666666667,839.875,77.25,18.466666666666665,34.5,0.0,1,4.21803603456465,6.73444301634577,False,False,True,False,False,True,False,False,False,145.375,147.875,132.58333333333334,168.33333333333334,156.125,153.36111111111111,16.528402182416457,12.208333333333343,164.93055555555557
2023-01-20,145.375,54.833333333333336,83.5125,22.558333333333334,30.8125,676.2083333333334,109.08333333333331,17.620833333333334,46.91666666666666,0.0,1,4.022371062597012,6.517978955755231,False,False,True,False,False,False,True,False,False,147.875,132.58333333333334,118.0,170.33333333333334,168.33333333333334,164.93055555555557,7.6911219260579715,2.0,161.34722222222223
2023-01-21,147.875,48.16666666666666,72.61666666666666,25.5875,35.494791666666664,678.625,96.41666666666669,17.212500000000002,50.25,0.0,1,3.895215887111765,6.521541175466084,False,False,True,False,False,False,False,True,False,132.58333333333334,118.0,118.54166666666669,145.375,170.33333333333334,161.34722222222223,13.868450239195596,-24.958333333333343,154.5277777777778
2023-01-22,132.58333333333334,50.04166666666666,75.94583333333334,37.94166666666667,35.494791666666664,862.1666666666666,84.45833333333333,16.558333333333334,48.29166666666666,0.0,1,3.9326422926308817,6.760607797195837,False,False,True,False,False,False,False,False,True,118.0,118.54166666666669,113.33333333333331,147.875,145.375,154.5277777777778,13.744969618548465,2.5,141.94444444444446
2023-01-23,118.0,34.68333333333333,53.49583333333334,33.233333333333334,32.0875,722.4583333333334,71.125,16.53489583333334,32.541666666666664,0.0,1,3.574683726367582,6.584042953996192,False,False,True,False,False,False,False,False,False,118.54166666666669,113.33333333333331,114.29166666666669,132.58333333333334,147.875,141.94444444444446,8.202761786491644,-15.291666666666657,132.81944444444446
2023-01-24,118.54166666666669,50.55,78.99166666666666,41.43333333333333,35.494791666666664,869.5,82.83333333333333,16.53489583333334,40.91666666666666,0.0,1,3.942552210462969,6.7690677592082436,False,False,True,True,False,False,False,False,False,113.33333333333331,114.29166666666669,91.25,118.0,132.58333333333334,132.81944444444446,14.938899477290537,-14.583333333333343,123.04166666666667
2023-01-25,113.33333333333331,41.329166666666666,69.38333333333334,37.67083333333333,35.494791666666664,718.0833333333334,80.70833333333333,16.53489583333334,43.208333333333336,0.0,1,3.7454763677495535,6.5779772527203075,False,False,True,False,True,False,False,False,False,114.29166666666669,91.25,104.75,118.54166666666669,118.0,123.04166666666667,8.267762864147327,0.5416666666666856,116.625
2023-01-26,114.29166666666669,31.70833333333333,49.2875,24.64583333333333,31.058333333333334,483.7083333333333,82.625,16.53489583333334,29.33333333333333,0.0,1,3.4876298874344625,6.183547335468821,False,False,True,False,False,True,False,False,False,91.25,104.75,133.20833333333334,113.33333333333331,118.54166666666669,116.625,2.8635035843825523,-5.208333333333371,115.3888888888889
2023-01-27,91.25,34.92916666666667,51.97916666666666,17.658333333333335,25.27083333333333,452.7083333333333,104.54166666666669,17.366666666666667,26.041666666666668,0.0,1,3.5815494076103334,6.117454553998115,False,False,True,False,False,False,True,False,False,104.75,133.20833333333334,101.16666666666669,114.29166666666669,113.33333333333331,115.3888888888889,2.7721122779344727,0.9583333333333712,106.29166666666667
2023-01-28,104.75,44.30416666666667,65.15833333333333,32.583333333333336,27.58333333333333,626.125,96.25,18.075,24.25,0.0,1,3.8133990076557582,6.441145882804417,False,False,True,False,False,False,False,True,False,133.20833333333334,101.16666666666669,155.625,91.25,114.29166666666669,106.29166666666667,13.035275324202733,-23.041666666666686,103.43055555555556
